
35001 1.1926149e-01 4.0456564e-02 9.2955724e-01 7.3996012e-01 1.1926153e-01 4.0456564e-02 9.2955724e-01 2.6523600e+00 -3.2774186e+00 5.9132875e+00
35002 1.2154270e-01 4.0866209e-02 9.2835019e-01 8.8742975e-01 1.2154274e-01 4.0866209e-02 9.2835019e-01 2.6661983e+00 -3.1572233e+00 5.8524182e+00
35003 1.2371698e-01 4.1292656e-02 9.2714044e-01 6.7444668e-01 1.2371703e-01 4.1292656e-02 9.2714044e-01 2.6789456e+00 -3.0378587e+00 5.7886251e+00
35004 1.2574008e-01 4.1724744e-02 9.2592463e-01 2.6484769e-01 1.2574012e-01 4.1724744e-02 9.2592463e-01 2.6906928e+00 -2.9195278e+00 5.7218309e+00
35005 1.2763766e-01 4.2161531e-02 9.2473475e-01 -4.4208304e-03 1.2763770e-01 4.2161531e-02 9.2473475e-01 2.7015432e+00 -2.8024324e+00 5.6519715e+00
35006 1.2945200e-01 4.2601592e-02 9.2357258e-01 -9.6702485e-02 1.2945204e-01 4.2601592e-02 9.2357258e-01 2.7116035e+00 -2.6867538e+00 5.5789756e+00
35007 1.3120639e-01 4.3044711e-02 9.2242323e-01 -7.5417421e-02 1.3120644e-01 4.3044710e-02 9.2242323e-01 2.7209869e+00 -2.5726610e+00 5.5027707e+00
35008 1.3289761e-01 4.3489873e-02 9.2127298e-01 -2.1936146e-02 1.3289765e-01 4.3489873e-02 9.2127298e-01 2.7298116e+00 -2.4603158e+00 5.4232889e+00
35009 1.3451128e-01 4.3935394e-02 9.2012062e-01 3.6183737e-03 1.3451132e-01 4.3935394e-02 9.2012062e-01 2.7382011e+00 -2.3498769e+00 5.3404715e+00
35010 1.3604355e-01 4.4379536e-02 9.1897003e-01 1.3099573e-03 1.3604359e-01 4.4379536e-02 9.1897003e-01 2.7462848e+00 -2.2414988e+00 5.2542691e+00
35011 1.3749750e-01 4.4820918e-02 9.1782273e-01 -9.8228905e-03 1.3749754e-01 4.4820918e-02 9.1782273e-01 2.7541969e+00 -2.1353276e+00 5.1646379e+00
35012 1.3887571e-01 4.5258319e-02 9.1667757e-01 -1.7227998e-02 1.3887575e-01 4.5258319e-02 9.1667757e-01 2.7620757e+00 -2.0315004e+00 5.0715393e+00
35013 1.4017896e-01 4.5690649e-02 9.1553261e-01 -1.8387519e-02 1.4017900e-01 4.5690649e-02 9.1553261e-01 2.7700638e+00 -1.9301453e+00 4.9749397e+00
35014 1.4140746e-01 4.6116827e-02 9.1438629e-01 -1.6747798e-02 1.4140751e-01 4.6116827e-02 9.1438629e-01 2.7783068e+00 -1.8313824e+00 4.8748122e+00
35015 1.4256141e-01 4.6535940e-02 9.1323734e-01 -1.4443200e-02 1.4256145e-01 4.6535940e-02 9.1323734e-01 2.7869528e+00 -1.7353240e+00 4.7711361e+00
35016 1.4364132e-01 4.6946999e-02 9.1208488e-01 -1.3285249e-02 1.4364136e-01 4.6946998e-02 9.1208488e-01 2.7961518e+00 -1.6420736e+00 4.6638969e+00
35017 1.4464801e-01 4.7349159e-02 9.1092797e-01 -1.2975165e-02 1.4464805e-01 4.7349159e-02 9.1092797e-01 2.8060558e+00 -1.5517256e+00 4.5530863e+00
35018 1.4558245e-01 4.7741647e-02 9.0976589e-01 -1.3521577e-02 1.4558249e-01 4.7741647e-02 9.0976589e-01 2.8168173e+00 -1.4643657e+00 4.4387012e+00
35019 1.4644567e-01 4.8123877e-02 9.0859735e-01 -1.4005059e-02 1.4644571e-01 4.8123877e-02 9.0859735e-01 2.8285888e+00 -1.3800707e+00 4.3207442e+00
35020 1.4723880e-01 4.8495329e-02 9.0742128e-01 -1.4268619e-02 1.4723884e-01 4.8495329e-02 9.0742128e-01 2.8415231e+00 -1.2989071e+00 4.1992242e+00
35021 1.4796294e-01 4.8855606e-02 9.0623636e-01 -1.3885484e-02 1.4796298e-01 4.8855606e-02 9.0623636e-01 2.8557723e+00 -1.2209317e+00 4.0741555e+00
35022 1.4861939e-01 4.9204266e-02 9.0504232e-01 -1.4553659e-02 1.4861943e-01 4.9204266e-02 9.0504232e-01 2.8714869e+00 -1.1461917e+00 3.9455586e+00
35023 1.4920955e-01 4.9541247e-02 9.0383783e-01 -1.4445293e-02 1.4920959e-01 4.9541247e-02 9.0383783e-01 2.8888159e+00 -1.0747244e+00 3.8134590e+00
35024 1.4973486e-01 4.9866426e-02 9.0262153e-01 -1.3676972e-02 1.4973490e-01 4.9866425e-02 9.0262153e-01 2.9079056e+00 -1.0065578e+00 3.6778884e+00
35025 1.5019674e-01 5.0179835e-02 9.0139251e-01 -1.3097888e-02 1.5019678e-01 5.0179834e-02 9.0139251e-01 2.9288989e+00 -9.4171033e-01 3.5388837e+00
35026 1.5059668e-01 5.0481621e-02 9.0015005e-01 -1.2976100e-02 1.5059672e-01 5.0481621e-02 9.0015005e-01 2.9519353e+00 -8.8019052e-01 3.3964870e+00
35027 1.5093626e-01 5.0772032e-02 8.9889344e-01 -1.3126832e-02 1.5093630e-01 5.0772032e-02 8.9889344e-01 2.9771499e+00 -8.2199760e-01 3.2507460e+00
35028 1.5121722e-01 5.1051471e-02 8.9762202e-01 -1.3736700e-02 1.5121726e-01 5.1051471e-02 8.9762202e-01 3.0046730e+00 -7.6712140e-01 3.1017135e+00
35029 1.5144131e-01 5.1320494e-02 8.9633453e-01 -1.3908588e-02 1.5144135e-01 5.1320493e-02 8.9633453e-01 3.0346299e+00 -7.1554250e-01 2.9494474e+00
35030 1.5161025e-01 5.1579782e-02 8.9502993e-01 -1.3471386e-02 1.5161029e-01 5.1579782e-02 8.9502993e-01 3.0671396e+00 -6.6723242e-01 2.7940109e+00
35031 1.5172578e-01 5.1830059e-02 8.9370772e-01 -1.2960566e-02 1.5172582e-01 5.1830059e-02 8.9370772e-01 3.1023152e+00 -6.2215396e-01 2.6354722e+00
35032 1.5178977e-01 5.2072216e-02 8.9236763e-01 -1.2851035e-02 1.5178981e-01 5.2072216e-02 8.9236763e-01 3.1402629e+00 -5.8026137e-01 2.4739043e+00
35033 1.5180414e-01 5.2307241e-02 8.9100916e-01 -1.3035887e-02 1.5180418e-01 5.2307241e-02 8.9100916e-01 3.1810816e+00 -5.4150062e-01 2.3093852e+00
35034 1.5177078e-01 5.2536293e-02 8.8963157e-01 -1.3229865e-02 1.5177082e-01 5.2536293e-02 8.8963157e-01 3.2248628e+00 -5.0580968e-01 2.1419976e+00
35035 1.5169156e-01 5.2760619e-02 8.8823427e-01 -1.3258422e-02 1.5169160e-01 5.2760618e-02 8.8823427e-01 3.2716901e+00 -4.7311849e-01 1.9718288e+00
35036 1.5156838e-01 5.2981605e-02 8.8681692e-01 -1.3217681e-02 1.5156842e-01 5.2981605e-02 8.8681692e-01 3.3216386e+00 -4.4335001e-01 1.7989709e+00
35037 1.5140314e-01 5.3200696e-02 8.8537929e-01 -1.3192532e-02 1.5140318e-01 5.3200696e-02 8.8537929e-01 3.3747741e+00 -4.1642034e-01 1.6235203e+00
35038 1.5119784e-01 5.3419471e-02 8.8392127e-01 -1.3486374e-02 1.5119787e-01 5.3419471e-02 8.8392127e-01 3.4311537e+00 -3.9223910e-01 1.4455778e+00
35039 1.5095440e-01 5.3639669e-02 8.8244250e-01 -1.3690130e-02 1.5095444e-01 5.3639668e-02 8.8244250e-01 3.4908245e+00 -3.7071035e-01 1.2652483e+00
35040 1.5067474e-01 5.3863117e-02 8.8094292e-01 -1.3843876e-02 1.5067478e-01 5.3863117e-02 8.8094292e-01 3.5538244e+00 -3.5173189e-01 1.0826410e+00
35041 1.5036079e-01 5.4091696e-02 8.7942264e-01 -1.3768350e-02 1.5036083e-01 5.4091696e-02 8.7942264e-01 3.6201814e+00 -3.3519617e-01 8.9786894e-01
35042 1.5001441e-01 5.4327404e-02 8.7788159e-01 -1.3624928e-02 1.5001445e-01 5.4327404e-02 8.7788159e-01 3.6899133e+00 -3.2099092e-01 7.1104894e-01
35043 1.4963747e-01 5.4572310e-02 8.7631976e-01 -1.3518433e-02 1.4963751e-01 5.4572310e-02 8.7631976e-01 3.7630277e+00 -3.0899955e-01 5.2230163e-01
35044 1.4923184e-01 5.4828593e-02 8.7473746e-01 -1.3608990e-02 1.4923188e-01 5.4828593e-02 8.7473746e-01 3.8395218e+00 -2.9910171e-01 3.3175117e-01
35045 1.4879937e-01 5.5098477e-02 8.7313505e-01 -1.3770950e-02 1.4879941e-01 5.5098477e-02 8.7313505e-01 3.9193821e+00 -2.9117375e-01 1.3952508e-01
35046 1.4834186e-01 5.5384287e-02 8.7151302e-01 -1.4122896e-02 1.4834189e-01 5.5384287e-02 8.7151302e-01 4.0025849e+00 -2.8508932e-01 -5.4245806e-02
35047 1.4786106e-01 5.5688416e-02 8.6987177e-01 -1.4413115e-02 1.4786110e-01 5.5688416e-02 8.6987177e-01 4.0890956e+00 -2.8072001e-01 -2.4942763e-01
35048 1.4735870e-01 5.6013310e-02 8.6821183e-01 -1.4695046e-02 1.4735873e-01 5.6013310e-02 8.6821183e-01 4.1788689e+00 -2.7793530e-01 -4.4588362e-01
