K,Points:0,Points:1,Points:2,U,V,W,X,Y,Z,uu,uv,uw,vv,vw,ww,U_ref,K-dim,uw-dim
0.004038,1.0518,0.5,6.2583,-0.075804,-0.013349,1.0761,1.0518,0.5,6.2583,0.0037954,-0.00012562,-0.00013023,0.0017387,-0.00063179,0.0025419,,0.111855956,-0.003607479
0.0041232,1.0601,0.5,6.2583,-0.074585,-0.012367,1.074,1.0601,0.5,6.2583,0.003876,-0.00013031,-0.00019059,0.0016721,-0.00062572,0.0026982,,0.114216066,-0.005279501
0.0041737,1.0684,0.5,6.2583,-0.073189,-0.011032,1.0721,1.0684,0.5,6.2583,0.0039371,-9.36E-05,-0.00022648,0.0015783,-0.00064817,0.0028319,,0.115614958,-0.006273684
0.0041919,1.0766,0.5,6.2583,-0.071769,-0.0095818,1.0708,1.0766,0.5,6.2583,0.00397,-2.24E-05,-0.00025341,0.0015169,-0.00067482,0.0028969,,0.116119114,-0.007019668
0.0042076,1.0849,0.5,6.2583,-0.070481,-0.0079825,1.0703,1.0849,0.5,6.2583,0.00398,8.14E-05,-0.00027873,0.0014978,-0.00071472,0.0029375,,0.116554017,-0.007721053
0.0042383,1.0931,0.5,6.2583,-0.069413,-0.0062577,1.0701,1.0931,0.5,6.2583,0.0039667,0.00020987,-0.00030441,0.0015204,-0.00076901,0.0029895,,0.117404432,-0.00843241
0.0042535,1.1014,0.5,6.2583,-0.068625,-0.0045762,1.0708,1.1014,0.5,6.2583,0.003927,0.00034429,-0.00032602,0.0015688,-0.00082037,0.0030111,,0.117825485,-0.009031025
0.004259,1.1096,0.5,6.2583,-0.068245,-0.0031938,1.0725,1.1096,0.5,6.2583,0.0038583,0.0004561,-0.00035117,0.0016295,-0.00086909,0.0030302,,0.117977839,-0.009727701
0.0042563,1.1179,0.5,6.2583,-0.068298,-0.0022051,1.0751,1.1179,0.5,6.2583,0.0037494,0.0005444,-0.00038434,0.0017024,-0.00092413,0.0030609,,0.117903047,-0.010646537
0.0042246,1.1262,0.5,6.2583,-0.068801,-0.0016151,1.0793,1.1262,0.5,6.2583,0.0036006,0.00059692,-0.00041902,0.0017606,-0.00097976,0.0030879,,0.117024931,-0.011607202
0.0041335,1.1344,0.5,6.2583,-0.069584,-0.0015544,1.0852,1.1344,0.5,6.2583,0.0034259,0.00060308,-0.00043414,0.0017741,-0.0010057,0.0030672,,0.114501385,-0.012026039
