K,X,Y,Z,U,V,W,X,Y,Z,uu,uv,uw,vv,vw,ww,U_ref,K-dim,uw-dim
0.0034112,0.32572,0.5,8.9612,0.002642,-0.016841,1.0694,0.32572,0.5,8.9612,0.0022164,0.00045229,-0.0003873,0.0016138,-0.00085474,0.0029921,,0.094493075,-0.010728532
0.0036433,0.34887,0.5,8.9612,0.0019833,-0.015306,1.0697,0.34887,0.5,8.9612,0.0025234,0.00041094,-0.00019936,0.0017187,-0.00082181,0.0030444,,0.100922438,-0.005522438
0.004043,0.37102,0.5,8.9612,0.0015329,-0.013449,1.0703,0.37102,0.5,8.9612,0.0027856,0.00040527,-0.00016304,0.0019374,-0.0010122,0.0033631,,0.11199446,-0.004516343
0.0044006,0.39221,0.5,8.9612,0.001285,-0.012546,1.0692,0.39221,0.5,8.9612,0.002997,0.00037791,-0.00025194,0.002261,-0.0011889,0.0035433,,0.121900277,-0.006978947
0.0046839,0.41248,0.5,8.9612,0.00154,-0.012479,1.0678,0.41248,0.5,8.9612,0.0031356,0.00038527,-0.00033269,0.0024688,-0.001316,0.0037633,,0.129747922,-0.009215789
0.0048634,0.43187,0.5,8.9612,0.0024359,-0.0127,1.0653,0.43187,0.5,8.9612,0.0031986,0.00042342,-0.00029198,0.0025376,-0.0012605,0.0039905,,0.134720222,-0.008088089
0.0051721,0.4504,0.5,8.9612,0.0038063,-0.013034,1.063,0.4504,0.5,8.9612,0.0032077,0.00042333,-0.00028638,0.0027404,-0.0012133,0.0043962,,0.143271468,-0.007932964
0.0054792,0.46812,0.5,8.9612,0.005146,-0.012413,1.06,0.46812,0.5,8.9612,0.0032074,0.00037583,-0.0002737,0.002973,-0.0013075,0.0047779,,0.151778393,-0.007581717
0.0056726,0.48504,0.5,8.9612,0.0060711,-0.011558,1.0551,0.48504,0.5,8.9612,0.0032614,0.00032538,-0.0001232,0.0031357,-0.0013967,0.0049481,,0.157135734,-0.003412742
0.0060868,0.50122,0.5,8.9612,0.0064784,-0.010964,1.0532,0.50122,0.5,8.9612,0.0033761,0.00033219,3.57E-05,0.0033481,-0.0015123,0.0054494,,0.168609418,0.00098892
0.0065957,0.51667,0.5,8.9612,0.0065882,-0.010778,1.0517,0.51667,0.5,8.9612,0.0035048,0.00043318,8.84E-05,0.0036754,-0.0016371,0.0060111,,0.182706371,0.002448753
0.0072449,0.53142,0.5,8.9612,0.0067547,-0.010867,1.0496,0.53142,0.5,8.9612,0.0036835,0.00055997,0.00013392,0.0041151,-0.0018255,0.0066912,,0.200689751,0.003709695
0.0078991,0.54551,0.5,8.9612,0.0066879,-0.010852,1.0479,0.54551,0.5,8.9612,0.0039556,0.00064352,0.00020706,0.0045034,-0.0020447,0.0073392,,0.218811634,0.005735734
0.0084797,0.55896,0.5,8.9612,0.0062676,-0.011147,1.0475,0.55896,0.5,8.9612,0.0042899,0.00069999,0.00033226,0.0048497,-0.0022712,0.0078197,,0.234894737,0.009203878
0.0089125,0.5718,0.5,8.9612,0.0064438,-0.011633,1.0484,0.5718,0.5,8.9612,0.0046361,0.00073865,0.00044733,0.0051378,-0.002504,0.0080512,,0.246883657,0.012391413
0.009245,0.58405,0.5,8.9612,0.0076509,-0.012838,1.0507,0.58405,0.5,8.9612,0.004921,0.00080113,0.00038256,0.0052785,-0.0025834,0.0082905,,0.256094183,0.01059723
0.0095428,0.59575,0.5,8.9612,0.0093072,-0.015189,1.0532,0.59575,0.5,8.9612,0.0051142,0.00092228,0.00024218,0.0054172,-0.0024778,0.0085542,,0.26434349,0.006708587
0.0098501,0.6069,0.5,8.9612,0.010973,-0.017521,1.0545,0.6069,0.5,8.9612,0.0053013,0.0010764,0.00014226,0.0056077,-0.002465,0.0087913,,0.272855956,0.00394072
0.010336,0.61755,0.5,8.9612,0.012457,-0.019732,1.0554,0.61755,0.5,8.9612,0.0056229,0.0012636,3.36E-05,0.0057931,-0.0024562,0.0092555,,0.286315789,0.000930748
0.01087,0.6277,0.5,8.9612,0.013638,-0.021752,1.0554,0.6277,0.5,8.9612,0.0061423,0.001391,-5.40E-05,0.0058875,-0.0022149,0.0097101,,0.301108033,-0.001495845
0.011415,0.63738,0.5,8.9612,0.01455,-0.023361,1.0544,0.63738,0.5,8.9612,0.0067682,0.0015299,7.05E-05,0.0060406,-0.0018669,0.010022,,0.316204986,0.001952909
0.012,0.64661,0.5,8.9612,0.015183,-0.024846,1.0536,0.64661,0.5,8.9612,0.0073873,0.001803,0.000276,0.0063444,-0.0016888,0.010268,,0.332409972,0.007645429
0.012488,0.65542,0.5,8.9612,0.015484,-0.025807,1.0535,0.65542,0.5,8.9612,0.0079946,0.0020803,0.00035655,0.0065756,-0.0016403,0.010406,,0.345927978,0.009876731
0.012831,0.66381,0.5,8.9612,0.015613,-0.026248,1.053,0.66381,0.5,8.9612,0.0085868,0.0022693,0.00044102,0.0067103,-0.0015023,0.010364,,0.355429363,0.01221662
0.01307,0.67207,0.5,8.9612,0.015819,-0.02631,1.0528,0.67207,0.5,8.9612,0.0091071,0.0023968,0.00055307,0.0067679,-0.001397,0.010266,,0.362049861,0.015320499
0.013354,0.68032,0.5,8.9612,0.016235,-0.025678,1.0523,0.68032,0.5,8.9612,0.0094844,0.0024061,0.00069318,0.0067552,-0.0013373,0.010469,,0.369916898,0.019201662
0.013808,0.68858,0.5,8.9612,0.016842,-0.024552,1.0505,0.68858,0.5,8.9612,0.0096998,0.0023183,0.0008837,0.0068408,-0.0011395,0.011075,,0.382493075,0.024479224
0.014355,0.69683,0.5,8.9612,0.01745,-0.023732,1.0483,0.69683,0.5,8.9612,0.0098731,0.0022386,0.0010809,0.0070197,-0.00088629,0.011817,,0.397645429,0.029941828
0.014979,0.70509,0.5,8.9612,0.017887,-0.023589,1.0465,0.70509,0.5,8.9612,0.010118,0.0022399,0.001302,0.0072887,-0.00066352,0.01255,,0.414930748,0.036066482
0.015637,0.71335,0.5,8.9612,0.018222,-0.024532,1.0448,0.71335,0.5,8.9612,0.01044,0.0024095,0.0014856,0.0076122,-0.00042601,0.013222,,0.433157895,0.041152355
0.016254,0.7216,0.5,8.9612,0.018516,-0.026535,1.0432,0.7216,0.5,8.9612,0.010792,0.0027664,0.0016179,0.0079789,-0.00014563,0.013738,,0.450249307,0.044817175
0.016897,0.72986,0.5,8.9612,0.018427,-0.028703,1.0417,0.72986,0.5,8.9612,0.011159,0.0032391,0.0018637,0.0084159,0.00028028,0.01422,,0.468060942,0.051626039
0.017579,0.73811,0.5,8.9612,0.017561,-0.030266,1.0399,0.73811,0.5,8.9612,0.011634,0.0036539,0.002289,0.0088372,0.00079813,0.014687,,0.486952909,0.063407202
0.018284,0.74637,0.5,8.9612,0.016166,-0.030721,1.0382,0.74637,0.5,8.9612,0.012273,0.0039171,0.0027841,0.0092707,0.0012965,0.015025,,0.506481994,0.077121884
0.019032,0.75463,0.5,8.9612,0.014943,-0.031185,1.0363,0.75463,0.5,8.9612,0.012921,0.0041049,0.0032092,0.009655,0.0016685,0.015488,,0.527202216,0.088897507
0.019889,0.76288,0.5,8.9612,0.01441,-0.032023,1.0329,0.76288,0.5,8.9612,0.013411,0.004404,0.003574,0.010114,0.0017511,0.016253,,0.550941828,0.09900277
0.020992,0.77114,0.5,8.9612,0.014483,-0.032878,1.029,0.77114,0.5,8.9612,0.013813,0.0048409,0.0039625,0.010849,0.001854,0.017323,,0.581495845,0.109764543
0.022192,0.7794,0.5,8.9612,0.014475,-0.03414,1.0255,0.7794,0.5,8.9612,0.014344,0.0051814,0.0043683,0.011641,0.0020789,0.018398,,0.614736842,0.12100554
0.023335,0.78765,0.5,8.9612,0.014103,-0.035774,1.0215,0.78765,0.5,8.9612,0.015105,0.0054963,0.0047001,0.012445,0.0023014,0.019121,,0.646398892,0.130196676
0.024495,0.79591,0.5,8.9612,0.0136,-0.03775,1.0176,0.79591,0.5,8.9612,0.016032,0.0059149,0.0049498,0.01341,0.0027435,0.019548,,0.678531856,0.137113573
0.025637,0.80416,0.5,8.9612,0.012783,-0.03949,1.0139,0.80416,0.5,8.9612,0.017066,0.0063968,0.0051615,0.014403,0.0032213,0.019806,,0.710166205,0.142977839
0.026915,0.81242,0.5,8.9612,0.0114,-0.041085,1.0099,0.81242,0.5,8.9612,0.018132,0.0070211,0.0053764,0.015503,0.0035916,0.020195,,0.745567867,0.148930748
0.028306,0.82068,0.5,8.9612,0.0097425,-0.042748,1.0056,0.82068,0.5,8.9612,0.019125,0.0076679,0.0055444,0.01689,0.0038902,0.020598,,0.784099723,0.153584488
0.029766,0.82893,0.5,8.9612,0.0084518,-0.044162,1.0007,0.82893,0.5,8.9612,0.019887,0.0081239,0.0057274,0.018382,0.0040365,0.021264,,0.824542936,0.15865374
0.0033804,0.030909,0.5,8.9755,0.0031535,0.018288,0.804,0.030909,0.5,8.9755,0.00027267,-0.00010501,-0.00036317,0.0016455,2.28E-05,0.0048425,,0.093639889,-0.010060111
0.0047079,0.066184,0.5,8.9755,0.0058212,0.014306,0.93292,0.066184,0.5,8.9755,0.0007086,-0.00012239,-0.00067441,0.0020235,8.42E-05,0.0066838,,0.130412742,-0.018681717
0.0046139,0.10006,0.5,8.9755,0.0073175,0.0062405,0.97716,0.10006,0.5,8.9755,0.00095764,-2.90E-05,-0.00053351,0.0019593,-2.39E-05,0.0063108,,0.127808864,-0.01477867
0.0035599,0.13258,0.5,8.9755,0.0095065,0.0009887,1.0007,0.13258,0.5,8.9755,0.0010002,3.01E-05,-0.00029656,0.001748,-0.00020361,0.0043716,,0.098612188,-0.008214958
0.0035739,0.16379,0.5,8.9755,0.012418,-0.0062721,1.0153,0.16379,0.5,8.9755,0.0010382,6.98E-05,-0.00034034,0.0014666,-0.00012902,0.0046431,,0.099,-0.009427701
0.0036256,0.19372,0.5,8.9755,0.014108,-0.010385,1.0328,0.19372,0.5,8.9755,0.0012106,0.00012847,-0.00040026,0.0013206,-0.00016883,0.00472,,0.100432133,-0.011087535
0.003217,0.22242,0.5,8.9755,0.012873,-0.012337,1.0547,0.22242,0.5,8.9755,0.0014585,0.00027044,-0.00036055,0.0014326,-0.00036336,0.0035429,,0.089113573,-0.009987535
0.0031173,0.24993,0.5,8.9755,0.0095495,-0.014256,1.0645,0.24993,0.5,8.9755,0.0016451,0.00042443,-0.00037638,0.0016003,-0.00056042,0.0029892,,0.086351801,-0.010426039
0.0030939,0.27629,0.5,8.9755,0.0064356,-0.014703,1.0703,0.27629,0.5,8.9755,0.0017579,0.00046033,-0.00041702,0.0016205,-0.00066798,0.0028094,,0.085703601,-0.011551801
0.0032367,0.30154,0.5,8.9755,0.0040947,-0.016274,1.0707,0.30154,0.5,8.9755,0.0019276,0.00047572,-0.00047036,0.0015985,-0.00079958,0.0029473,,0.08965928,-0.013029363
0.0034076,0.32572,0.5,8.9755,0.0026397,-0.016848,1.0693,0.32572,0.5,8.9755,0.0022138,0.00044556,-0.00038308,0.0016148,-0.00085132,0.0029867,,0.094393352,-0.010611634
0.0036463,0.34887,0.5,8.9755,0.0019924,-0.015321,1.0696,0.34887,0.5,8.9755,0.0025207,0.0004003,-0.00020104,0.0017214,-0.00082197,0.0030504,,0.10100554,-0.005568975
0.0040491,0.37102,0.5,8.9755,0.0015537,-0.013443,1.0702,0.37102,0.5,8.9755,0.0027851,0.00039933,-0.00016624,0.0019412,-0.0010167,0.0033719,,0.112163435,-0.004604986
0.0044088,0.39221,0.5,8.9755,0.0012996,-0.012533,1.0691,0.39221,0.5,8.9755,0.0029949,0.00037847,-0.00025549,0.0022656,-0.0011928,0.0035571,,0.122127424,-0.007077285
0.0046904,0.41248,0.5,8.9755,0.0015346,-0.012485,1.0677,0.41248,0.5,8.9755,0.0031312,0.00038631,-0.00033397,0.0024714,-0.0013143,0.0037782,,0.129927978,-0.009251247
0.00487,0.43187,0.5,8.9755,0.0024242,-0.012713,1.0652,0.43187,0.5,8.9755,0.0031959,0.00042792,-0.00029303,0.0025389,-0.00126,0.0040054,,0.134903047,-0.008117175
0.0051799,0.4504,0.5,8.9755,0.0038088,-0.013068,1.063,0.4504,0.5,8.9755,0.0032069,0.00043436,-0.00029158,0.0027389,-0.0012187,0.0044139,,0.143487535,-0.008077008
0.0054904,0.46812,0.5,8.9755,0.0051508,-0.012466,1.0599,0.46812,0.5,8.9755,0.0032102,0.00038473,-0.00027287,0.0029714,-0.0013135,0.0047991,,0.152088643,-0.007558726
0.0056977,0.48504,0.5,8.9755,0.0060533,-0.011642,1.0549,0.48504,0.5,8.9755,0.0032729,0.00032881,-0.00012072,0.0031447,-0.0014039,0.0049778,,0.157831025,-0.003344044
0.0061141,0.50122,0.5,8.9755,0.0064406,-0.011079,1.053,0.50122,0.5,8.9755,0.0033936,0.00034147,3.32E-05,0.003359,-0.0015141,0.0054755,,0.169365651,0.000919668
0.0066173,0.51667,0.5,8.9755,0.0065389,-0.010889,1.0516,0.51667,0.5,8.9755,0.003522,0.00044991,8.76E-05,0.00369,-0.0016359,0.0060227,,0.183304709,0.002426593
0.0072609,0.53142,0.5,8.9755,0.0066922,-0.011001,1.0495,0.53142,0.5,8.9755,0.0036955,0.00057797,0.00013342,0.0041419,-0.0018243,0.0066845,,0.201132964,0.003695845
0.0079091,0.54551,0.5,8.9755,0.0066008,-0.011066,1.0478,0.54551,0.5,8.9755,0.003966,0.00066321,0.00021132,0.00453,-0.002032,0.0073223,,0.219088643,0.00585374
0.0084848,0.55896,0.5,8.9755,0.0061342,-0.011356,1.0474,0.55896,0.5,8.9755,0.0043133,0.00071489,0.00034913,0.0048572,-0.0022496,0.0077991,,0.235036011,0.009671191
0.0089266,0.5718,0.5,8.9755,0.0062699,-0.011728,1.0483,0.5718,0.5,8.9755,0.0046725,0.00075383,0.00045708,0.005135,-0.002491,0.0080458,,0.247274238,0.012661496
0.0092807,0.58405,0.5,8.9755,0.0074731,-0.012904,1.0506,0.58405,0.5,8.9755,0.0049588,0.00084126,0.00037427,0.0053068,-0.0025742,0.0082958,,0.257083102,0.01036759
0.0095882,0.59575,0.5,8.9755,0.0091398,-0.015296,1.053,0.59575,0.5,8.9755,0.005152,0.00098403,0.00023657,0.0054709,-0.0024691,0.0085536,,0.265601108,0.006553186
0.0098968,0.6069,0.5,8.9755,0.010765,-0.017611,1.0543,0.6069,0.5,8.9755,0.0053507,0.0011188,0.00015058,0.0056285,-0.0024603,0.0088144,,0.274149584,0.004171191
0.010379,0.61755,0.5,8.9755,0.012128,-0.019714,1.0552,0.61755,0.5,8.9755,0.0057055,0.0012761,5.36E-05,0.0057687,-0.0024415,0.0092833,,0.287506925,0.001484765
0.010932,0.6277,0.5,8.9755,0.013211,-0.021659,1.0551,0.6277,0.5,8.9755,0.0062622,0.0014214,-4.86E-06,0.0058809,-0.0021734,0.0097207,,0.302825485,-0.000134626
0.011495,0.63738,0.5,8.9755,0.014148,-0.023418,1.0538,0.63738,0.5,8.9755,0.0068827,0.0016234,0.00015386,0.0060862,-0.0017993,0.010021,,0.318421053,0.00426205
0.012041,0.64661,0.5,8.9755,0.014856,-0.024991,1.0532,0.64661,0.5,8.9755,0.0074601,0.0019206,0.00034665,0.0064058,-0.0016182,0.010215,,0.333545706,0.009602493
0.01248,0.65542,0.5,8.9755,0.01519,-0.025809,1.0532,0.65542,0.5,8.9755,0.0080274,0.002173,0.00039766,0.0066363,-0.0015641,0.010297,,0.345706371,0.011015512
0.012807,0.66381,0.5,8.9755,0.015331,-0.026149,1.0527,0.66381,0.5,8.9755,0.0085887,0.0023367,0.00047392,0.0067683,-0.0014229,0.010257,,0.354764543,0.013127978
0.013051,0.67207,0.5,8.9755,0.015581,-0.026143,1.0524,0.67207,0.5,8.9755,0.0090846,0.0023989,0.00058853,0.0067877,-0.0013231,0.01023,,0.361523546,0.01630277
0.013385,0.68032,0.5,8.9755,0.016082,-0.025496,1.0518,0.68032,0.5,8.9755,0.0094476,0.0023453,0.00076839,0.006784,-0.0012558,0.010539,,0.370775623,0.021285042
0.01389,0.68858,0.5,8.9755,0.016721,-0.024381,1.0499,0.68858,0.5,8.9755,0.0096767,0.0022603,0.00099103,0.0069166,-0.0010748,0.011188,,0.384764543,0.027452355
0.014453,0.69683,0.5,8.9755,0.017277,-0.023537,1.0477,0.69683,0.5,8.9755,0.0098769,0.0022031,0.0011738,0.0071031,-0.00086296,0.011927,,0.400360111,0.032515235
0.015079,0.70509,0.5,8.9755,0.017663,-0.023481,1.0459,0.70509,0.5,8.9755,0.01013,0.0022464,0.0013773,0.0073851,-0.00064704,0.012644,,0.417700831,0.038152355
0.015741,0.71335,0.5,8.9755,0.017961,-0.024561,1.0443,0.71335,0.5,8.9755,0.010441,0.0024784,0.0015609,0.0077494,-0.00040476,0.013292,,0.436038781,0.043238227
0.016382,0.7216,0.5,8.9755,0.018183,-0.026628,1.0426,0.7216,0.5,8.9755,0.010795,0.0028689,0.0017313,0.0081437,-0.00010341,0.013825,,0.453795014,0.047958449
0.016992,0.72986,0.5,8.9755,0.017957,-0.028626,1.0408,0.72986,0.5,8.9755,0.011225,0.0033268,0.0020069,0.0085306,0.00032267,0.014227,,0.470692521,0.055592798
0.017601,0.73811,0.5,8.9755,0.016958,-0.029876,1.039,0.73811,0.5,8.9755,0.01179,0.0036877,0.002405,0.0088563,0.00077814,0.014556,,0.487562327,0.066620499
0.018274,0.74637,0.5,8.9755,0.015569,-0.030207,1.0374,0.74637,0.5,8.9755,0.01244,0.0039212,0.002863,0.0092278,0.0012384,0.01488,,0.506204986,0.079307479
0.019061,0.75463,0.5,8.9755,0.014503,-0.030811,1.0354,0.75463,0.5,8.9755,0.01302,0.0041194,0.0033071,0.009628,0.0016353,0.015474,,0.52800554,0.091609418
0.019987,0.76288,0.5,8.9755,0.014104,-0.031904,1.032,0.76288,0.5,8.9755,0.013456,0.0044162,0.003676,0.010133,0.0017509,0.016385,,0.55365651,0.101828255
0.021135,0.77114,0.5,8.9755,0.014165,-0.0327,1.0279,0.77114,0.5,8.9755,0.013888,0.0048343,0.0040281,0.010886,0.001855,0.017496,,0.585457064,0.111581717
0.022391,0.7794,0.5,8.9755,0.01406,-0.033711,1.0245,0.7794,0.5,8.9755,0.014509,0.0051723,0.0044239,0.011703,0.0020607,0.01857,,0.620249307,0.122545706
0.023605,0.78765,0.5,8.9755,0.013589,-0.035413,1.0208,0.78765,0.5,8.9755,0.015324,0.0055131,0.0047375,0.012584,0.0023076,0.019301,,0.653878116,0.131232687
0.024736,0.79591,0.5,8.9755,0.013025,-0.03751,1.0171,0.79591,0.5,8.9755,0.016266,0.0059438,0.0049645,0.013544,0.0027145,0.019663,,0.685207756,0.137520776
0.025783,0.80416,0.5,8.9755,0.012238,-0.039415,1.0138,0.80416,0.5,8.9755,0.017318,0.0065029,0.0051757,0.01447,0.0031451,0.019779,,0.714210526,0.143371191
0.026942,0.81242,0.5,8.9755,0.010989,-0.04107,1.0101,0.81242,0.5,8.9755,0.018369,0.0071917,0.0053076,0.01551,0.003496,0.020005,,0.746315789,0.147024931
0.02823,0.82068,0.5,8.9755,0.0095452,-0.042431,1.0058,0.82068,0.5,8.9755,0.01924,0.007702,0.00538,0.016839,0.0037375,0.020381,,0.78199446,0.149030471
0.029653,0.82893,0.5,8.9755,0.0085132,-0.043706,1.0005,0.82893,0.5,8.9755,0.019803,0.0079606,0.0055792,0.01835,0.0038778,0.021152,,0.821412742,0.154548476
0.0033905,0.030909,0.5,8.9898,0.0031407,0.018285,0.80363,0.030909,0.5,8.9898,0.00027364,-0.00010591,-0.00036261,0.0016451,1.85E-05,0.0048622,,0.093919668,-0.010044598
0.0047164,0.066184,0.5,8.9898,0.005808,0.014285,0.9326,0.066184,0.5,8.9898,0.00071158,-0.00012279,-0.00067493,0.0020197,8.02E-05,0.0067015,,0.130648199,-0.018696122
0.0046195,0.10006,0.5,8.9898,0.0073228,0.0061918,0.97696,0.10006,0.5,8.9898,0.00096221,-2.66E-05,-0.00053648,0.0019544,-2.48E-05,0.0063224,,0.127963989,-0.014860942
0.0035626,0.13258,0.5,8.9898,0.0095138,0.00093895,1.0007,0.13258,0.5,8.9898,0.0010017,2.99E-05,-0.00029692,0.0017456,-0.00020034,0.004378,,0.098686981,-0.008224931
0.0035705,0.16379,0.5,8.9898,0.012395,-0.006323,1.0153,0.16379,0.5,8.9898,0.0010373,6.66E-05,-0.00033873,0.0014678,-0.00012264,0.0046359,,0.098905817,-0.009383102
0.00363,0.19372,0.5,8.9898,0.01406,-0.010439,1.0326,0.19372,0.5,8.9898,0.0012124,0.00012612,-0.00040083,0.0013254,-0.00016213,0.0047222,,0.100554017,-0.011103324
0.0032259,0.22242,0.5,8.9898,0.012838,-0.012366,1.0545,0.22242,0.5,8.9898,0.001461,0.00026989,-0.00035792,0.0014372,-0.00036013,0.0035535,,0.089360111,-0.009914681
0.0031208,0.24993,0.5,8.9898,0.0095417,-0.014269,1.0644,0.24993,0.5,8.9898,0.001648,0.00042238,-0.00036773,0.0015983,-0.00055863,0.0029953,,0.086448753,-0.010186427
0.0030956,0.27629,0.5,8.9898,0.0064379,-0.014711,1.0702,0.27629,0.5,8.9898,0.0017636,0.0004562,-0.00040756,0.0016144,-0.00066442,0.0028132,,0.085750693,-0.011289751
0.0032343,0.30154,0.5,8.9898,0.0040941,-0.016272,1.0706,0.30154,0.5,8.9898,0.0019348,0.00047317,-0.00046251,0.0015936,-0.00079485,0.0029402,,0.089592798,-0.012811911
0.0034075,0.32572,0.5,8.9898,0.0026412,-0.016847,1.0692,0.32572,0.5,8.9898,0.0022217,0.00044152,-0.00037782,0.0016112,-0.00084712,0.0029821,,0.094390582,-0.010465928
0.0036524,0.34887,0.5,8.9898,0.0020084,-0.015333,1.0694,0.34887,0.5,8.9898,0.0025305,0.00039465,-0.00020305,0.0017176,-0.00081941,0.0030566,,0.101174515,-0.005624654
0.0040558,0.37102,0.5,8.9898,0.0015778,-0.013442,1.07,0.37102,0.5,8.9898,0.0027957,0.00039736,-0.00017094,0.0019349,-0.0010143,0.0033809,,0.11234903,-0.00473518
0.0044186,0.39221,0.5,8.9898,0.0013086,-0.01252,1.069,0.39221,0.5,8.9898,0.0030023,0.00038026,-0.00025647,0.0022641,-0.0011927,0.0035707,,0.122398892,-0.007104432
0.0047,0.41248,0.5,8.9898,0.0015185,-0.012492,1.0677,0.41248,0.5,8.9898,0.0031339,0.00038646,-0.00033139,0.0024745,-0.0013134,0.0037915,,0.130193906,-0.009179778
0.0048779,0.43187,0.5,8.9898,0.0024026,-0.012732,1.0651,0.43187,0.5,8.9898,0.003196,0.00043121,-0.00029231,0.0025402,-0.0012596,0.0040197,,0.135121884,-0.00809723
0.0051884,0.4504,0.5,8.9898,0.0038027,-0.013097,1.0629,0.4504,0.5,8.9898,0.0032094,0.00044473,-0.00029408,0.0027373,-0.0012231,0.0044301,,0.143722992,-0.00814626
0.0055038,0.46812,0.5,8.9898,0.005148,-0.012511,1.0598,0.46812,0.5,8.9898,0.0032211,0.00039398,-0.00026894,0.0029679,-0.0013203,0.0048187,,0.152459834,-0.007449861
0.0057241,0.48504,0.5,8.9898,0.0060333,-0.011728,1.0548,0.48504,0.5,8.9898,0.0032919,0.00033402,-0.00011726,0.0031483,-0.0014127,0.005008,,0.158562327,-0.003248199
0.0061403,0.50122,0.5,8.9898,0.0064054,-0.011196,1.0529,0.50122,0.5,8.9898,0.0034146,0.00035217,3.16E-05,0.0033644,-0.0015149,0.0055015,,0.170091413,0.000875346
0.0066357,0.51667,0.5,8.9898,0.0064951,-0.010998,1.0516,0.51667,0.5,8.9898,0.0035411,0.00046585,9.03E-05,0.0036988,-0.0016321,0.0060314,,0.183814404,0.002501385
0.0072753,0.53142,0.5,8.9898,0.0066337,-0.01113,1.0494,0.53142,0.5,8.9898,0.0037105,0.00059668,0.000139,0.004166,-0.0018182,0.0066742,,0.201531856,0.003850416
0.0079172,0.54551,0.5,8.9898,0.006503,-0.01126,1.0477,0.54551,0.5,8.9898,0.0039833,0.00068439,0.00022218,0.0045495,-0.0020139,0.0073015,,0.219313019,0.006154571
0.0084844,0.55896,0.5,8.9898,0.0059812,-0.011535,1.0473,0.55896,0.5,8.9898,0.0043472,0.00072853,0.00036719,0.0048454,-0.0022244,0.0077762,,0.235024931,0.010171468
0.0089415,0.5718,0.5,8.9898,0.0060879,-0.011822,1.0481,0.5718,0.5,8.9898,0.0047196,0.00077482,0.00046525,0.0051218,-0.002473,0.0080416,,0.247686981,0.012887812
0.0093214,0.58405,0.5,8.9898,0.0072977,-0.012991,1.0505,0.58405,0.5,8.9898,0.0050068,0.00089484,0.00036711,0.0053381,-0.0025624,0.0082979,,0.258210526,0.010169252
0.0096264,0.59575,0.5,8.9898,0.0089703,-0.015377,1.0529,0.59575,0.5,8.9898,0.0052002,0.0010474,0.00023597,0.0055048,-0.0024631,0.0085478,,0.26665928,0.006536565
0.0099306,0.6069,0.5,8.9898,0.010534,-0.017631,1.0541,0.6069,0.5,8.9898,0.0054127,0.0011542,0.00016178,0.0056135,-0.0024542,0.0088351,,0.275085873,0.00448144
0.010424,0.61755,0.5,8.9898,0.011769,-0.019675,1.055,0.61755,0.5,8.9898,0.0058106,0.0013003,6.30E-05,0.005733,-0.0024162,0.009304,,0.288753463,0.001745152
0.011,0.6277,0.5,8.9898,0.012801,-0.021644,1.0547,0.6277,0.5,8.9898,0.0063898,0.0014929,3.52E-05,0.0058906,-0.00212,0.0097193,,0.304709141,0.000975069
0.01156,0.63738,0.5,8.9898,0.013818,-0.023547,1.0532,0.63738,0.5,8.9898,0.0069635,0.0017503,0.00023269,0.0061566,-0.0017382,0.01,,0.320221607,0.006445706
0.012056,0.64661,0.5,8.9898,0.014605,-0.025118,1.0529,0.64661,0.5,8.9898,0.0074865,0.0020391,0.00040671,0.0064812,-0.001556,0.010143,,0.333961219,0.011266205
0.012454,0.65542,0.5,8.9898,0.014951,-0.025758,1.053,0.65542,0.5,8.9898,0.0080315,0.0022518,0.00043412,0.0066921,-0.0014784,0.010185,,0.34498615,0.012025485
0.01277,0.66381,0.5,8.9898,0.015084,-0.025962,1.0524,0.66381,0.5,8.9898,0.0085868,0.0023709,0.00050312,0.0067923,-0.001351,0.010161,,0.353739612,0.013936842
0.013047,0.67207,0.5,8.9898,0.015368,-0.025891,1.0519,0.67207,0.5,8.9898,0.0090814,0.0023697,0.00062543,0.0067862,-0.0012752,0.010227,,0.361412742,0.017324931
0.013453,0.68032,0.5,8.9898,0.015936,-0.025329,1.0512,0.68032,0.5,8.9898,0.00944,0.0022905,0.00084831,0.0068341,-0.0011992,0.010631,,0.37265928,0.023498892
0.013975,0.68858,0.5,8.9898,0.016591,-0.024292,1.0495,0.68858,0.5,8.9898,0.0096747,0.00222,0.0010955,0.0070074,-0.001033,0.011268,,0.387119114,0.03034626
0.014535,0.69683,0.5,8.9898,0.017121,-0.023441,1.0473,0.69683,0.5,8.9898,0.0098812,0.0021881,0.0012641,0.0072002,-0.00084696,0.011989,,0.402631579,0.03501662
0.015171,0.70509,0.5,8.9898,0.01748,-0.023464,1.0454,0.70509,0.5,8.9898,0.010135,0.0022738,0.0014402,0.0074955,-0.00064042,0.012712,,0.420249307,0.039894737
0.015848,0.71335,0.5,8.9898,0.017713,-0.024633,1.0438,0.71335,0.5,8.9898,0.010464,0.0025568,0.001638,0.0078845,-0.00039697,0.013348,,0.43900277,0.045373961
0.016509,0.7216,0.5,8.9898,0.017787,-0.026682,1.042,0.7216,0.5,8.9898,0.010876,0.0029825,0.0018528,0.0082941,-8.12E-05,0.013847,,0.457313019,0.0513241
0.01707,0.72986,0.5,8.9898,0.017383,-0.028433,1.0402,0.72986,0.5,8.9898,0.011404,0.0034139,0.0021223,0.0086236,0.00031653,0.014114,,0.472853186,0.058789474
