K,X,Y,Z,U,V,W,X,Y,Z,uu,uv,uw,vv,vw,ww,U_ref,K-dim,uw-dim
0.0042453,0.030909,0.5,10.56,0.00062468,0.02194,0.77586,0.030909,0.5,10.56,0.00033484,-1.53E-05,-0.00042955,0.0023231,-0.0003404,0.0058327,,0.117598338,-0.011898892
0.0052454,0.066184,0.5,10.56,0.0021241,0.01536,0.90564,0.066184,0.5,10.56,0.00080818,1.21E-05,-0.00063668,0.002793,-0.00055482,0.0068896,,0.145301939,-0.017636565
0.004709,0.10006,0.5,10.56,0.0042712,0.0039012,0.96101,0.10006,0.5,10.56,0.0010111,0.00010622,-0.00037326,0.0024193,-0.00056503,0.0059877,,0.130443213,-0.010339612
0.0039152,0.13258,0.5,10.56,0.0054936,-0.0012545,0.99648,0.13258,0.5,10.56,0.0010623,0.00012873,-0.00014514,0.0019508,-0.0003389,0.0048173,,0.108454294,-0.004020499
0.0033289,0.16379,0.5,10.56,0.0057784,-0.0088747,1.0212,0.16379,0.5,10.56,0.0011778,9.93E-05,-6.86E-05,0.0016417,-0.00028797,0.0038382,,0.092213296,-0.001900277
0.0032417,0.19372,0.5,10.56,0.0053605,-0.014005,1.0343,0.19372,0.5,10.56,0.0014154,0.0001162,-0.00018873,0.0015077,-0.00032107,0.0035602,,0.089797784,-0.005227978
0.0036425,0.22242,0.5,10.56,0.0044083,-0.016048,1.0458,0.22242,0.5,10.56,0.0016787,0.00016892,-0.00023251,0.0015341,-0.00042362,0.0040722,,0.100900277,-0.00644072
0.0036424,0.24993,0.5,10.56,0.0040515,-0.016878,1.0539,0.24993,0.5,10.56,0.0018623,0.00022862,-6.17E-05,0.0015142,-0.0004455,0.0039084,,0.100897507,-0.001709141
0.0034261,0.27629,0.5,10.56,0.0044296,-0.015902,1.0607,0.27629,0.5,10.56,0.0020353,0.00027405,-1.66E-05,0.0015392,-0.00041654,0.0032776,,0.094905817,-0.000459834
0.0036496,0.30154,0.5,10.56,0.0048819,-0.016203,1.0647,0.30154,0.5,10.56,0.0022978,0.00029751,7.34E-05,0.001722,-0.00049311,0.0032794,,0.101096953,0.002033241
0.0040457,0.32572,0.5,10.56,0.0046512,-0.016219,1.0663,0.32572,0.5,10.56,0.0026785,0.00027214,0.00019534,0.0018952,-0.00066725,0.0035178,,0.112069252,0.00541108
0.00442,0.34887,0.5,10.56,0.0034986,-0.016239,1.0699,0.34887,0.5,10.56,0.0031833,0.00026894,0.00022383,0.0019542,-0.00084074,0.0037026,,0.122437673,0.006200277
0.0048997,0.37102,0.5,10.56,0.0025363,-0.01635,1.0708,0.37102,0.5,10.56,0.0037572,0.00040729,0.00035263,0.0020345,-0.0008007,0.0040077,,0.135725762,0.009768144
0.0053609,0.39221,0.5,10.56,0.0024586,-0.015891,1.0706,0.39221,0.5,10.56,0.0042184,0.00070388,0.00045955,0.0022513,-0.00076648,0.0042522,,0.148501385,0.012729917
0.005726,0.41248,0.5,10.56,0.0028921,-0.015047,1.0696,0.41248,0.5,10.56,0.0044815,0.00093939,0.00043237,0.0025763,-0.0007323,0.0043941,,0.158614958,0.011977008
0.0060602,0.43187,0.5,10.56,0.0032653,-0.014766,1.0668,0.43187,0.5,10.56,0.0047299,0.0010209,0.00050428,0.0029073,-0.00054094,0.0044833,,0.167872576,0.013968975
0.006531,0.4504,0.5,10.56,0.0032093,-0.014994,1.0631,0.4504,0.5,10.56,0.0050761,0.0011311,0.00069398,0.0031972,-0.00039606,0.0047888,,0.180914127,0.019223823
0.007125,0.46812,0.5,10.56,0.0027473,-0.0142,1.0586,0.46812,0.5,10.56,0.0054333,0.0012624,0.00074557,0.0036057,-0.00037586,0.0052109,,0.197368421,0.020652909
0.0077901,0.48504,0.5,10.56,0.0017486,-0.014096,1.0561,0.48504,0.5,10.56,0.0058176,0.0014172,0.00072613,0.0040491,-0.00041195,0.0057136,,0.215792244,0.020114404
0.0084143,0.50122,0.5,10.56,0.00039072,-0.013863,1.054,0.50122,0.5,10.56,0.0062934,0.0015954,0.00076514,0.0044588,-0.0004193,0.0060764,,0.233083102,0.021195014
0.0090439,0.51667,0.5,10.56,-0.00069299,-0.012245,1.0507,0.51667,0.5,10.56,0.0068181,0.0017337,0.00089819,0.0048408,-0.00041897,0.006429,,0.250523546,0.024880609
0.009721,0.53142,0.5,10.56,-0.001319,-0.011128,1.048,0.53142,0.5,10.56,0.0073448,0.0019286,0.00093689,0.0051555,-0.00044191,0.0069417,,0.269279778,0.025952632
0.01039,0.54551,0.5,10.56,-0.0014579,-0.011247,1.0474,0.54551,0.5,10.56,0.0077826,0.0021502,0.00095153,0.0055586,-0.00031452,0.007438,,0.287811634,0.026358172
0.011014,0.55896,0.5,10.56,-0.0011915,-0.0127,1.0469,0.55896,0.5,10.56,0.0080256,0.0023585,0.0010958,0.0060475,-0.00033264,0.0079542,,0.305096953,0.030354571
0.011464,0.5718,0.5,10.56,-0.00092099,-0.013984,1.0447,0.5718,0.5,10.56,0.00816,0.0025149,0.0010724,0.0062987,-0.00050914,0.0084687,,0.317562327,0.029706371
0.011708,0.58405,0.5,10.56,-0.00088076,-0.014335,1.0426,0.58405,0.5,10.56,0.0083357,0.0025996,0.00099259,0.0063763,-0.00057578,0.0087033,,0.32432133,0.027495568
0.012117,0.59575,0.5,10.56,-0.0011476,-0.014929,1.0405,0.59575,0.5,10.56,0.0085843,0.0027336,0.0011322,0.0067183,-0.0004459,0.0089313,,0.33565097,0.031362881
0.012674,0.6069,0.5,10.56,-0.0016663,-0.015359,1.0379,0.6069,0.5,10.56,0.0088466,0.0029217,0.0013617,0.0071215,-0.00023993,0.0093807,,0.351080332,0.037720222
0.01312,0.61755,0.5,10.56,-0.0022008,-0.014482,1.034,0.61755,0.5,10.56,0.0090412,0.0029708,0.001634,0.0073047,-5.51E-05,0.0098935,,0.363434903,0.045263158
0.01349,0.6277,0.5,10.56,-0.0027113,-0.013364,1.0298,0.6277,0.5,10.56,0.0092149,0.0029055,0.0019681,0.0075123,2.82E-05,0.010252,,0.373684211,0.054518006
0.013681,0.63738,0.5,10.56,-0.0033289,-0.013123,1.0276,0.63738,0.5,10.56,0.0094555,0.0028979,0.0021286,0.0078585,-5.20E-06,0.010048,,0.378975069,0.058963989
0.013836,0.64661,0.5,10.56,-0.0038667,-0.012953,1.026,0.64661,0.5,10.56,0.0097331,0.0028911,0.0021878,0.0081273,-3.52E-05,0.0098121,,0.383268698,0.060603878
0.01423,0.65542,0.5,10.56,-0.0040711,-0.012681,1.023,0.65542,0.5,10.56,0.0099991,0.0029343,0.0023545,0.0084511,7.66E-06,0.010009,,0.394182825,0.065221607
0.014778,0.66381,0.5,10.56,-0.0041186,-0.013129,1.0192,0.66381,0.5,10.56,0.01021,0.0031292,0.0025287,0.0089811,8.45E-05,0.010365,,0.409362881,0.070047091
0.015262,0.67207,0.5,10.56,-0.0043777,-0.014017,1.015,0.67207,0.5,10.56,0.010325,0.0032654,0.0026814,0.0094774,0.00010078,0.010721,,0.422770083,0.074277008
0.015608,0.68032,0.5,10.56,-0.0047689,-0.013684,1.0104,0.68032,0.5,10.56,0.010363,0.0031686,0.002816,0.0098138,0.00012834,0.011038,,0.432354571,0.07800554
0.015972,0.68858,0.5,10.56,-0.0051362,-0.012477,1.0062,0.68858,0.5,10.56,0.010439,0.0030353,0.0029804,0.010004,0.00018475,0.011501,,0.442437673,0.082559557
0.016396,0.69683,0.5,10.56,-0.0055228,-0.011108,1.0024,0.69683,0.5,10.56,0.010637,0.0030515,0.0032819,0.010069,0.00024307,0.012086,,0.454182825,0.090911357
0.016729,0.70509,0.5,10.56,-0.0056906,-0.0097982,0.99889,0.70509,0.5,10.56,0.010897,0.0031675,0.0035312,0.010149,0.00034683,0.012412,,0.463407202,0.097817175
0.017068,0.71335,0.5,10.56,-0.0056779,-0.0093445,0.99607,0.71335,0.5,10.56,0.011179,0.0033092,0.0036819,0.010516,0.0004481,0.01244,,0.472797784,0.10199169
0.017502,0.7216,0.5,10.56,-0.0057855,-0.0096566,0.99352,0.7216,0.5,10.56,0.011528,0.0034364,0.0038137,0.01101,0.00040613,0.012466,,0.484819945,0.105642659
0.018018,0.72986,0.5,10.56,-0.0059732,-0.010136,0.99047,0.72986,0.5,10.56,0.011899,0.0034332,0.0040386,0.011298,0.00042607,0.012839,,0.499113573,0.111872576
0.018537,0.73811,0.5,10.56,-0.0063834,-0.010109,0.98775,0.73811,0.5,10.56,0.012259,0.0033725,0.0043083,0.011456,0.00055379,0.013358,,0.513490305,0.11934349
0.018959,0.74637,0.5,10.56,-0.0072714,-0.0090742,0.98538,0.74637,0.5,10.56,0.0127,0.0033478,0.0044876,0.011665,0.00057152,0.013553,,0.525180055,0.124310249
0.019343,0.75463,0.5,10.56,-0.0082841,-0.0074795,0.98263,0.75463,0.5,10.56,0.013243,0.0032891,0.0046534,0.012018,0.00065718,0.013424,,0.535817175,0.128903047
0.019917,0.76288,0.5,10.56,-0.0088361,-0.0064071,0.97887,0.76288,0.5,10.56,0.013775,0.0032396,0.0048606,0.012616,0.00095521,0.013442,,0.551717452,0.134642659
0.020635,0.77114,0.5,10.56,-0.0090036,-0.00561,0.97369,0.77114,0.5,10.56,0.014197,0.0030754,0.0050595,0.013216,0.001103,0.013857,,0.571606648,0.140152355
0.021272,0.7794,0.5,10.56,-0.0092203,-0.0042455,0.96869,0.7794,0.5,10.56,0.014515,0.0027732,0.0051657,0.013619,0.00095375,0.014411,,0.589252078,0.143094183
0.021763,0.78765,0.5,10.56,-0.009419,-0.0029731,0.96507,0.78765,0.5,10.56,0.014706,0.0025139,0.0051874,0.014017,0.00071005,0.014803,,0.602853186,0.143695291
0.021901,0.79591,0.5,10.56,-0.0094754,-0.0021458,0.9619,0.79591,0.5,10.56,0.014708,0.0023292,0.005255,0.014234,0.00056834,0.01486,,0.6066759,0.145567867
0.021728,0.80416,0.5,10.56,-0.0094816,-0.0021495,0.95868,0.80416,0.5,10.56,0.014552,0.0022267,0.0053989,0.014136,0.00062819,0.014767,,0.601883657,0.149554017
0.02156,0.81242,0.5,10.56,-0.009426,-0.0035665,0.95526,0.81242,0.5,10.56,0.014345,0.0021043,0.0056169,0.013974,0.00069237,0.014801,,0.597229917,0.155592798
0.021504,0.82068,0.5,10.56,-0.0094189,-0.0055239,0.95115,0.82068,0.5,10.56,0.014211,0.0019117,0.0058163,0.013782,0.00057606,0.015015,,0.59567867,0.161116343
0.021541,0.82893,0.5,10.56,-0.0097155,-0.0071324,0.94643,0.82893,0.5,10.56,0.014163,0.0017317,0.0059899,0.013658,0.00052239,0.015261,,0.596703601,0.165925208
0.0042441,0.030909,0.5,10.577,0.00060543,0.021945,0.77554,0.030909,0.5,10.577,0.00033594,-1.41E-05,-0.00042696,0.002326,-0.00034968,0.0058262,,0.117565097,-0.011827147
0.0052533,0.066184,0.5,10.577,0.0020781,0.015401,0.90529,0.066184,0.5,10.577,0.00081088,1.37E-05,-0.00063343,0.0028011,-0.00055538,0.0068945,,0.145520776,-0.017546537
0.0047196,0.10006,0.5,10.577,0.0042059,0.0039164,0.96081,0.10006,0.5,10.577,0.0010159,0.00010428,-0.00037276,0.0024272,-0.0005601,0.0059961,,0.130736842,-0.010325762
0.0039266,0.13258,0.5,10.577,0.0054069,-0.0012821,0.99645,0.13258,0.5,10.577,0.0010675,0.00013117,-0.00014488,0.0019628,-0.00034093,0.0048228,,0.108770083,-0.004013296
0.0033405,0.16379,0.5,10.577,0.0056631,-0.0088878,1.0213,0.16379,0.5,10.577,0.0011795,0.00010621,-6.72E-05,0.001652,-0.00029096,0.0038496,,0.092534626,-0.001861496
0.0032395,0.19372,0.5,10.577,0.0052427,-0.014008,1.0345,0.19372,0.5,10.577,0.0014167,0.00011736,-0.00018753,0.0015084,-0.00031991,0.0035538,,0.089736842,-0.005194737
0.0036434,0.22242,0.5,10.577,0.0042916,-0.016058,1.0459,0.22242,0.5,10.577,0.0016824,0.00016657,-0.0002267,0.0015366,-0.00042554,0.0040678,,0.100925208,-0.006279778
0.0036531,0.24993,0.5,10.577,0.0039357,-0.016914,1.0539,0.24993,0.5,10.577,0.0018632,0.00022443,-5.10E-05,0.0015188,-0.00044562,0.0039241,,0.101193906,-0.001412742
0.0034306,0.27629,0.5,10.577,0.004352,-0.015947,1.0607,0.27629,0.5,10.577,0.0020292,0.00026782,-9.70E-06,0.0015434,-0.00040783,0.0032886,,0.095030471,-0.000268698
0.0036522,0.30154,0.5,10.577,0.0048281,-0.016228,1.0647,0.30154,0.5,10.577,0.002295,0.00028977,7.93E-05,0.0017185,-0.00049035,0.0032908,,0.101168975,0.002196676
0.0040557,0.32572,0.5,10.577,0.0045538,-0.016185,1.0665,0.32572,0.5,10.577,0.0026962,0.00027093,0.00020736,0.0018842,-0.00067045,0.003531,,0.11234626,0.005744044
0.0044493,0.34887,0.5,10.577,0.0033449,-0.016161,1.0699,0.34887,0.5,10.577,0.0032238,0.00027688,0.00023241,0.0019436,-0.00085403,0.0037312,,0.123249307,0.00643795
0.0049419,0.37102,0.5,10.577,0.0024002,-0.016332,1.0707,0.37102,0.5,10.577,0.0038065,0.00043186,0.00036647,0.002031,-0.00080977,0.0040464,,0.136894737,0.010151524
0.0053899,0.39221,0.5,10.577,0.0023991,-0.015962,1.0705,0.39221,0.5,10.577,0.0042621,0.00073972,0.00047663,0.0022679,-0.00075093,0.0042498,,0.149304709,0.013203047
0.0057592,0.41248,0.5,10.577,0.0028523,-0.015051,1.0695,0.41248,0.5,10.577,0.0045211,0.00096969,0.00044268,0.0026136,-0.00071107,0.0043837,,0.159534626,0.012262604
0.0060924,0.43187,0.5,10.577,0.0031683,-0.014663,1.0667,0.43187,0.5,10.577,0.0047816,0.0010464,0.00053127,0.0029273,-0.00052328,0.0044759,,0.168764543,0.01471662
0.0065552,0.4504,0.5,10.577,0.0030679,-0.014911,1.063,0.4504,0.5,10.577,0.005135,0.0011626,0.00072384,0.0032021,-0.00037905,0.0047733,,0.181584488,0.02005097
0.0071532,0.46812,0.5,10.577,0.0025823,-0.014146,1.0587,0.46812,0.5,10.577,0.005478,0.0012977,0.00075075,0.0036239,-0.00037201,0.0052044,,0.198149584,0.020796399
0.007832,0.48504,0.5,10.577,0.0015785,-0.014041,1.0562,0.48504,0.5,10.577,0.0058589,0.0014434,0.00072847,0.0040842,-0.00040852,0.005721,,0.216952909,0.020179224
0.0084478,0.50122,0.5,10.577,0.00026838,-0.013777,1.054,0.50122,0.5,10.577,0.0063436,0.001613,0.0007885,0.0044859,-0.00041434,0.006066,,0.23401108,0.021842105
0.0090537,0.51667,0.5,10.577,-0.00077462,-0.01213,1.0507,0.51667,0.5,10.577,0.0068722,0.0017651,0.00089836,0.0048452,-0.00043698,0.00639,,0.250795014,0.024885319
0.0097339,0.53142,0.5,10.577,-0.0013737,-0.011011,1.0482,0.53142,0.5,10.577,0.0073922,0.0019668,0.00089073,0.0051774,-0.00046175,0.0068983,,0.269637119,0.024673961
0.010409,0.54551,0.5,10.577,-0.0014411,-0.0112,1.0473,0.54551,0.5,10.577,0.0078059,0.0021618,0.00092673,0.0056033,-0.00031683,0.0074084,,0.28833795,0.025671191
0.011027,0.55896,0.5,10.577,-0.0011536,-0.012681,1.0468,0.55896,0.5,10.577,0.0080363,0.0023492,0.0010738,0.0060602,-0.00036026,0.0079573,,0.305457064,0.029745152
0.011475,0.5718,0.5,10.577,-0.00097943,-0.013795,1.0447,0.5718,0.5,10.577,0.0081842,0.0024894,0.0010457,0.0062882,-0.00054063,0.0084785,,0.317867036,0.028966759
0.011759,0.58405,0.5,10.577,-0.0010101,-0.014123,1.0424,0.58405,0.5,10.577,0.0083869,0.0025654,0.0010416,0.0063735,-0.00056391,0.0087575,,0.325734072,0.028853186
0.012225,0.59575,0.5,10.577,-0.0012513,-0.014952,1.0401,0.59575,0.5,10.577,0.0086466,0.0027268,0.0012338,0.0067533,-0.00042131,0.0090505,,0.338642659,0.034177285
0.012762,0.6069,0.5,10.577,-0.001718,-0.015437,1.0373,0.6069,0.5,10.577,0.0088801,0.0029387,0.0014538,0.0071553,-0.00022611,0.0094886,,0.353518006,0.040271468
0.013132,0.61755,0.5,10.577,-0.0022089,-0.014426,1.0334,0.61755,0.5,10.577,0.0090519,0.0029906,0.0017371,0.0072879,-4.36E-05,0.0099235,,0.363767313,0.048119114
0.013451,0.6277,0.5,10.577,-0.0027355,-0.013276,1.0293,0.6277,0.5,10.577,0.0092403,0.0029334,0.002066,0.0074981,3.49E-05,0.010164,,0.372603878,0.057229917
0.013607,0.63738,0.5,10.577,-0.0034166,-0.012979,1.0275,0.63738,0.5,10.577,0.0095007,0.0029249,0.0021686,0.0078092,-6.67E-06,0.0099041,,0.376925208,0.060072022
0.01379,0.64661,0.5,10.577,-0.0039815,-0.012823,1.0256,0.64661,0.5,10.577,0.0097781,0.0029189,0.0022173,0.0080513,-7.97E-06,0.0097506,,0.38199446,0.061421053
0.01424,0.65542,0.5,10.577,-0.0041493,-0.012887,1.0224,0.65542,0.5,10.577,0.010022,0.0030042,0.002395,0.0084397,9.33E-05,0.010018,,0.394459834,0.06634349
0.01481,0.66381,0.5,10.577,-0.0041214,-0.013489,1.0186,0.66381,0.5,10.577,0.010203,0.0032087,0.0025628,0.0090177,0.00021823,0.010399,,0.410249307,0.07099169
0.015277,0.67207,0.5,10.577,-0.0043062,-0.014127,1.0145,0.67207,0.5,10.577,0.010293,0.003276,0.0027107,0.0094904,0.00022338,0.01077,,0.423185596,0.075088643
0.015597,0.68032,0.5,10.577,-0.0046976,-0.013734,1.0097,0.68032,0.5,10.577,0.010324,0.0031609,0.0028578,0.0097784,0.00022596,0.011091,,0.432049861,0.079163435
0.015925,0.68858,0.5,10.577,-0.0051636,-0.012687,1.0054,0.68858,0.5,10.577,0.010412,0.0030697,0.0030383,0.0099157,0.00027012,0.011521,,0.441135734,0.084163435
0.016321,0.69683,0.5,10.577,-0.0055987,-0.011382,1.0015,0.69683,0.5,10.577,0.01062,0.0030746,0.0033278,0.0099503,0.00028433,0.012071,,0.452105263,0.092182825
0.016673,0.70509,0.5,10.577,-0.0057188,-0.010015,0.99804,0.70509,0.5,10.577,0.010872,0.0031637,0.0035387,0.010072,0.00030693,0.012401,,0.461855956,0.098024931
0.017049,0.71335,0.5,10.577,-0.0056654,-0.0094306,0.99527,0.71335,0.5,10.577,0.01116,0.0033121,0.0036585,0.010492,0.00033569,0.012446,,0.472271468,0.10134349
0.017526,0.7216,0.5,10.577,-0.0057301,-0.0095478,0.99263,0.7216,0.5,10.577,0.011516,0.0034104,0.0038124,0.010996,0.00033676,0.012541,,0.485484765,0.105606648
0.01805,0.72986,0.5,10.577,-0.0059143,-0.009987,0.9896,0.72986,0.5,10.577,0.011882,0.0033771,0.0040382,0.0113,0.0004434,0.012919,,0.5,0.111861496
0.018544,0.73811,0.5,10.577,-0.0064774,-0.010169,0.98726,0.73811,0.5,10.577,0.012252,0.0033198,0.0042452,0.011473,0.00057454,0.013364,,0.513684211,0.117595568
0.018945,0.74637,0.5,10.577,-0.0075698,-0.0091935,0.98514,0.74637,0.5,10.577,0.012701,0.0032677,0.0043947,0.011683,0.00057847,0.013506,,0.524792244,0.121736842
0.019306,0.75463,0.5,10.577,-0.0086069,-0.007492,0.98228,0.75463,0.5,10.577,0.013211,0.0031986,0.0045657,0.012068,0.00070174,0.013332,,0.534792244,0.126473684
0.019872,0.76288,0.5,10.577,-0.0090092,-0.0061365,0.97833,0.76288,0.5,10.577,0.013686,0.0031479,0.004795,0.012675,0.00097259,0.013384,,0.550470914,0.132825485
0.020605,0.77114,0.5,10.577,-0.0090709,-0.0048909,0.97316,0.77114,0.5,10.577,0.014069,0.0029599,0.0050171,0.013245,0.0010056,0.013895,,0.570775623,0.138977839
0.021211,0.7794,0.5,10.577,-0.0093137,-0.0034633,0.96833,0.7794,0.5,10.577,0.014354,0.002669,0.0051204,0.013633,0.00082596,0.014435,,0.587562327,0.141839335
0.021633,0.78765,0.5,10.577,-0.0095761,-0.0023256,0.9647,0.78765,0.5,10.577,0.014495,0.0024358,0.0051622,0.01402,0.00061723,0.014751,,0.599252078,0.14299723
0.021742,0.79591,0.5,10.577,-0.0096287,-0.0016648,0.96151,0.79591,0.5,10.577,0.014459,0.002293,0.0052533,0.014235,0.00053697,0.01479,,0.602271468,0.145520776
0.021586,0.80416,0.5,10.577,-0.0095626,-0.0019627,0.95824,0.80416,0.5,10.577,0.014288,0.002216,0.0054177,0.014131,0.00066759,0.014754,,0.597950139,0.150074792
0.021452,0.81242,0.5,10.577,-0.0094739,-0.0034641,0.95476,0.81242,0.5,10.577,0.014104,0.0020862,0.0056475,0.013936,0.00071708,0.014863,,0.594238227,0.156440443
0.021386,0.82068,0.5,10.577,-0.0095116,-0.0054249,0.95076,0.82068,0.5,10.577,0.014026,0.0019199,0.0058159,0.013698,0.00057822,0.015049,,0.592409972,0.161105263
0.021392,0.82893,0.5,10.577,-0.0098678,-0.0071279,0.94621,0.82893,0.5,10.577,0.014036,0.0017682,0.0059545,0.013573,0.00053322,0.015175,,0.592576177,0.164944598
0.0042378,0.030909,0.5,10.594,0.00057436,0.021934,0.77521,0.030909,0.5,10.594,0.00033423,-1.26E-05,-0.00041987,0.0023242,-0.00035615,0.0058172,,0.117390582,-0.011630748
0.0052556,0.066184,0.5,10.594,0.0020139,0.015433,0.90494,0.066184,0.5,10.594,0.00080833,1.24E-05,-0.00062505,0.0028045,-0.00055445,0.0068983,,0.145584488,-0.017314404
0.0047279,0.10006,0.5,10.594,0.0041229,0.0039255,0.96061,0.10006,0.5,10.594,0.0010157,0.00010143,-0.00036956,0.0024338,-0.0005563,0.0060063,,0.130966759,-0.010237119
0.0039318,0.13258,0.5,10.594,0.0053091,-0.0013267,0.99641,0.13258,0.5,10.594,0.0010686,0.00013536,-0.00014431,0.0019673,-0.00034164,0.0048277,,0.108914127,-0.003997507
0.0033478,0.16379,0.5,10.594,0.0055411,-0.0089126,1.0214,0.16379,0.5,10.594,0.0011802,0.00011278,-6.76E-05,0.0016559,-0.00029126,0.0038596,,0.092736842,-0.001872576
0.0032408,0.19372,0.5,10.594,0.005115,-0.014008,1.0347,0.19372,0.5,10.594,0.0014211,0.00012083,-0.0001911,0.0015125,-0.00031703,0.003548,,0.089772853,-0.005293629
0.0036474,0.22242,0.5,10.594,0.0041756,-0.016059,1.0459,0.22242,0.5,10.594,0.0016911,0.00016581,-0.00022793,0.0015402,-0.00042598,0.0040635,,0.101036011,-0.00631385
0.003665,0.24993,0.5,10.594,0.0038456,-0.016948,1.0538,0.24993,0.5,10.594,0.001864,0.00021851,-5.00E-05,0.0015256,-0.0004465,0.0039403,,0.101523546,-0.001385042
0.003434,0.27629,0.5,10.594,0.0043063,-0.015997,1.0606,0.27629,0.5,10.594,0.0020215,0.00026475,-8.30E-06,0.001548,-0.00039936,0.0032984,,0.095124654,-0.000229917
0.0036576,0.30154,0.5,10.594,0.0047846,-0.016251,1.0646,0.30154,0.5,10.594,0.0023004,0.00028748,8.80E-05,0.001713,-0.00048636,0.0033018,,0.10131856,0.002437673
0.0040777,0.32572,0.5,10.594,0.0044577,-0.01615,1.0666,0.32572,0.5,10.594,0.0027263,0.00026433,0.0002183,0.0018824,-0.00067199,0.0035467,,0.112955679,0.006047091
0.0044919,0.34887,0.5,10.594,0.0032046,-0.01609,1.07,0.34887,0.5,10.594,0.0032691,0.00027547,0.00023615,0.0019517,-0.000865,0.003763,,0.124429363,0.006541551
0.0049914,0.37102,0.5,10.594,0.0022862,-0.016329,1.0705,0.37102,0.5,10.594,0.003851,0.00044586,0.00038027,0.0020444,-0.00081788,0.0040873,,0.138265928,0.010533795
0.0054162,0.39221,0.5,10.594,0.0023566,-0.016051,1.0704,0.39221,0.5,10.594,0.0042942,0.00075833,0.00049477,0.0022901,-0.0007345,0.004248,,0.150033241,0.01370554
0.0057822,0.41248,0.5,10.594,0.0028099,-0.015053,1.0695,0.41248,0.5,10.594,0.0045527,0.00098573,0.0004561,0.002641,-0.00068744,0.0043707,,0.160171745,0.012634349
0.0061183,0.43187,0.5,10.594,0.0030661,-0.01456,1.0666,0.43187,0.5,10.594,0.0048359,0.001072,0.00055165,0.0029388,-0.00051142,0.0044618,,0.169481994,0.015281163
0.0065831,0.4504,0.5,10.594,0.0029468,-0.014864,1.063,0.4504,0.5,10.594,0.0051939,0.0012019,0.00073081,0.0032154,-0.00036849,0.0047569,,0.182357341,0.020244044
0.0071856,0.46812,0.5,10.594,0.0024515,-0.014117,1.0588,0.46812,0.5,10.594,0.0055148,0.0013348,0.00073996,0.0036549,-0.00036734,0.0052015,,0.199047091,0.020497507
0.007871,0.48504,0.5,10.594,0.001433,-0.013952,1.0563,0.48504,0.5,10.594,0.005893,0.0014673,0.00073166,0.0041183,-0.00040196,0.0057308,,0.218033241,0.02026759
0.0084781,0.50122,0.5,10.594,0.00015252,-0.013647,1.054,0.50122,0.5,10.594,0.0063889,0.0016258,0.00081155,0.00451,-0.00040333,0.0060574,,0.234850416,0.022480609
0.0090575,0.51667,0.5,10.594,-0.00085173,-0.011996,1.0508,0.51667,0.5,10.594,0.0069172,0.0017847,0.00088274,0.0048523,-0.00044434,0.0063455,,0.250900277,0.024452632
0.0097263,0.53142,0.5,10.594,-0.001388,-0.010879,1.0483,0.53142,0.5,10.594,0.0074235,0.0019697,0.00084729,0.0051781,-0.00046383,0.0068511,,0.269426593,0.023470637
0.010393,0.54551,0.5,10.594,-0.0013799,-0.011153,1.0472,0.54551,0.5,10.594,0.0078187,0.0021232,0.00091479,0.005598,-0.00032017,0.0073697,,0.287894737,0.025340443
0.011026,0.55896,0.5,10.594,-0.001123,-0.012624,1.0467,0.55896,0.5,10.594,0.0080526,0.0022894,0.0010623,0.0060396,-0.00038934,0.0079601,,0.305429363,0.029426593
0.011494,0.5718,0.5,10.594,-0.0010715,-0.013534,1.0446,0.5718,0.5,10.594,0.0082192,0.0024128,0.00106,0.006263,-0.00056132,0.0085065,,0.318393352,0.029362881
0.011824,0.58405,0.5,10.594,-0.0011645,-0.013941,1.042,0.58405,0.5,10.594,0.0084408,0.0025092,0.0011288,0.0063828,-0.00053898,0.0088235,,0.327534626,0.031268698
0.012339,0.59575,0.5,10.594,-0.0013716,-0.015058,1.0396,0.59575,0.5,10.594,0.0086999,0.0027304,0.0013346,0.0068113,-0.00038803,0.0091671,,0.341800554,0.036969529
0.012829,0.6069,0.5,10.594,-0.0017859,-0.015527,1.0368,0.6069,0.5,10.594,0.0089079,0.0029644,0.0015427,0.0071765,-0.00021002,0.0095727,,0.355373961,0.042734072
0.013121,0.61755,0.5,10.594,-0.002251,-0.014353,1.0327,0.61755,0.5,10.594,0.0090807,0.0030076,0.001853,0.0072593,-1.82E-05,0.009902,,0.363462604,0.05132964
0.013392,0.6277,0.5,10.594,-0.0028106,-0.013156,1.029,0.6277,0.5,10.594,0.0093034,0.0029608,0.0021601,0.0074592,5.29E-05,0.010021,,0.370969529,0.059836565
0.013529,0.63738,0.5,10.594,-0.00352,-0.012779,1.0274,0.63738,0.5,10.594,0.0095742,0.0029609,0.002199,0.0077101,-5.75E-06,0.0097729,,0.374764543,0.060914127
0.013773,0.64661,0.5,10.594,-0.0040372,-0.0127,1.0252,0.64661,0.5,10.594,0.0098287,0.0029713,0.0022519,0.0079619,2.52E-05,0.0097563,,0.381523546,0.062379501
0.01428,0.65542,0.5,10.594,-0.0041314,-0.013142,1.0217,0.65542,0.5,10.594,0.010036,0.0030886,0.0024386,0.008443,0.00018837,0.010081,,0.395567867,0.067551247
0.014842,0.66381,0.5,10.594,-0.0040511,-0.013784,1.018,0.66381,0.5,10.594,0.010173,0.0032612,0.0025926,0.0090531,0.00033713,0.010457,,0.411135734,0.071817175
